"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест проверяет продажу нескольких автомобилей одним пользователем","11584","Множественная продажа автомобилей одним пользователем [2] 2","","2026-07-02","passed","2026-07-02","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","multipleSalesByUser"
"Тест параметризованный тест на создание автомобиля","2763","Создание автомобилей с разными параметрами [2] Diesel, BMW, X5, 200000","","2026-07-02","passed","2026-07-02","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"Тест проверяет возможность покупки несуществующего автомобиля","21793","Ошибка при попытке купить несуществующий автомобиль","","2026-07-02","passed","2026-07-02","","tests.ui.car.BuyCarTest","tests.ui.car.BuyCarTest","buyNonExistentCar"
"Проверка создания пользователя с невалидными данными","256","API - Создание пользователя с невалидными данными Создание пользователя с невалидными данными - UserRq(id=null, age=17, firstName=null, money=114207.8, secondName=Fritsch, sex=MALE)","","2026-07-02","passed","2026-07-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","createUserWithNullFields"
"Проверка сортировки списка пользователей","33366","checkSortingByNumericField(String) Сортировка пользователей по полю Money","","2026-07-02","passed","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","checkSortingByNumericField"
"","6688","Получение списка домов","","2026-07-02","passed","2026-07-02","","tests.api.house.HouseCrudTest","tests.api.house.HouseCrudTest","getHousesTest"
"Создание нового дома с базовыми параметрами","14444","createSimpleHouse()","","2026-07-02","failed","2026-07-02","","tests.ui.house.HouseTest","tests.ui.house.HouseTest","createSimpleHouse"
"","12978","Множественные покупки одним пользователем [2] 2","","2026-07-02","passed","2026-07-02","","tests.ui.car.BuyCarTest","tests.ui.car.BuyCarTest","multiplePurchasesByUser"
"","18261","checkSortingByTextField(String) Сортировка автомобилей по полю Model","","2026-07-02","passed","2026-07-02","","tests.ui.car.CarSortTest","tests.ui.car.CarSortTest","checkSortingByTextField"
"Проверка сортировки списка пользователей","32056","checkSortingByNumericField(String) Сортировка пользователей по полю ID","","2026-07-02","passed","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","checkSortingByNumericField"
"Тест проверяет создание автомобиля, его получение по ID и последующее удаление","784","Получение автомобиля по ID","","2026-07-02","passed","2026-07-02","","tests.api.car.CarCrudTest","tests.api.car.CarCrudTest","getCarTest"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","262","Создание автомобиля с невалидными данными [2] BMW, null, Diesel, 10000","","2026-07-02","passed","2026-07-02","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
"Тест параметризованный тест на создание автомобиля","2800","Создание автомобилей с разными параметрами [5] Hydrogenic, Lexus, LS, 350000","","2026-07-02","passed","2026-07-02","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
