"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест проверяет создание нового автомобиля с валидными данными","5759","Создание нового автомобиля с валидными данными","","2026-06-29","passed","2026-06-29","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithValidData"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","288","Создание автомобиля с невалидными данными [7] 123, X5, Diesel, 10000","","2026-06-29","passed","2026-06-29","","tests.api.CarNegativeTest","tests.api.CarNegativeTest","createInvalidCarTest"
"","8987","Проверка открытия страницы Read all houses и кнопки Reload","","2026-06-29","passed","2026-06-29","","tests.AllHousesTest","tests.AllHousesTest","testReadAllHousesPage"
"","3366","openAllPost()","","2026-06-29","passed","2026-06-29","","tests.MenuTest","tests.MenuTest","openAllPost"
"Тест проверяет создание японского автомобиля (Toyota Camry)","588","Создание японского автомобиля","","2026-06-29","passed","2026-06-29","","tests.api.CarCrudTest","tests.api.CarCrudTest","createJapaneseCarTest"
"","869","getNotExistingUserInfo()","","2026-06-29","passed","2026-06-29","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserInfo"
"Тест проверяет создание дорогого электромобиля (Tesla ModelX)","642","Создание дорогого автомобиля","","2026-06-29","passed","2026-06-29","","tests.api.CarCrudTest","tests.api.CarCrudTest","createExpensiveCarTest"
"","0","Запросить кредит","","2026-06-29","skipped","2026-06-29","","tests.UserTest","tests.UserTest","issueALoan"
"Тест проверяет создание автомобиля с дизельным двигателем (BMW X5)","601","Создание дизельного автомобиля","","2026-06-29","passed","2026-06-29","","tests.api.CarCrudTest","tests.api.CarCrudTest","createDieselCarTest"
"","4639","Получение списка автомобилей пользователя (у пользователя 1 машина)","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","readUserWithOneCar"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","285","Создание автомобиля с невалидными данными [5] BMW, X5, Diesel, -100","","2026-06-29","passed","2026-06-29","","tests.api.CarNegativeTest","tests.api.CarNegativeTest","createInvalidCarTest"
"","4936","createInvalidUser(User) Создание пользователя с невалидными данными - User(id=null, firstName=null, lastName=Hyatt, age=36, sex=FEMALE, money=577208.49)","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","createInvalidUser"
"","5049","Добавление денег пользователю","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","addMoney"
"","3248","checkOpeningPage(String, String, String) Проверка открытия страницы CreateUserPage","","2026-06-29","passed","2026-06-29","","tests.MenuTest","tests.MenuTest","checkOpeningPage"
"","5021","createInvalidUser(User) Создание пользователя с невалидными данными - User(id=null, firstName=Kasey, lastName=null, age=80, sex=MALE, money=682674.62)","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","createInvalidUser"
"","883","API - Получение пользователя по id","","2026-06-29","passed","2026-06-29","","tests.api.UserApiTest","tests.api.UserApiTest","getUserById"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","586","Создание и удаление автомобиля с различными параметрами Toyota Corolla","","2026-06-29","passed","2026-06-29","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","301","Создание автомобиля с невалидными данными [1] null, X5, Diesel, 10000","","2026-06-29","passed","2026-06-29","","tests.api.CarNegativeTest","tests.api.CarNegativeTest","createInvalidCarTest"
"","875","API - Попытка изменения несуществующего пользователя","","2026-06-29","passed","2026-06-29","","tests.api.UserApiTest","tests.api.UserApiTest","changeNotExistingUserById"
"","21780","checkSortingByTextField(String) Сортировка пользователей по полю Last name","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","checkSortingByTextField"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","601","Создание и удаление автомобиля с различными параметрами Audi A4","","2026-06-29","passed","2026-06-29","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"","2980","Негативная авторизация с некорректными кредами Негативный логин c email: test@test.com, password: user","","2026-06-29","passed","2026-06-29","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"","364","API - Создание дома","","2026-06-29","passed","2026-06-29","","tests.api.AllPostApiTest","tests.api.AllPostApiTest","createHouse"
"Тест проверяет покупку автомобиля с недостаточными средствами","7108","Ошибка при покупке с недостаточными средствами","","2026-06-29","passed","2026-06-29","","tests.ui.car.BuyCarTest","tests.ui.car.BuyCarTest","buyCarWithInsufficientMoney"
"","2518","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-06-29","passed","2026-06-29","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","5041","createInvalidUser(User) Создание пользователя с невалидными данными - User(id=null, firstName=Terica, lastName=Muller, age=68, sex=null, money=39742.53)","","2026-06-29","passed","2026-06-29","","tests.UserTest","tests.UserTest","createInvalidUser"
"","3255","checkOpeningPage(String, String, String) Проверка открытия страницы AllUsersPage","","2026-06-29","passed","2026-06-29","","tests.MenuTest","tests.MenuTest","checkOpeningPage"
"","286","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=78, firstName=Antonia, money=105127.45, secondName=null, sex=MALE)","","2026-06-29","passed","2026-06-29","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"Тест проверяет покупку автомобиля с достаточными средствами","7100","Успешная покупка автомобиля с достаточными средствами","","2026-06-29","passed","2026-06-29","","tests.ui.car.BuyCarTest","tests.ui.car.BuyCarTest","buyCarWithSufficientMoney"
"","3238","checkOpeningPage(String, String, String) Проверка открытия страницы AddMoneyPage","","2026-06-29","passed","2026-06-29","","tests.MenuTest","tests.MenuTest","checkOpeningPage"
"","5017","All POST - начисление денег пользователю","","2026-06-29","passed","2026-06-29","","tests.AllPostTest","tests.AllPostTest","addMoneyFromAllPostPage"
"","6537","All POST - продажа автомобиля","","2026-06-29","passed","2026-06-29","","tests.AllPostTest","tests.AllPostTest","sellCarFromAllPostPage"
