"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка удаления пользователя, у которого есть машина","19359","Попытка удаления пользователя, у которого есть машина","","2026-07-02","passed","2026-07-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","deleteUserHavingCar"
"","20301","All POST - создание дома","","2026-07-02","passed","2026-07-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","createHouseFromAllPostPage"
"Проверка сортировки списка пользователей","40117","checkSortingByFixedTextField(String) Сортировка пользователей по полю Sex","","2026-07-02","passed","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","checkSortingByFixedTextField"
"Проверка негативной авторизации с невалидными данными","2990","Негативная авторизация с некорректными кредами Негативный логин c email: user@pflb.ru, password: test","","2026-07-02","passed","2026-07-02","","tests.ui.login.LoginTest","tests.ui.login.LoginTest","negativeLoginWith"
"Проверка создания пользователя с невалидными данными","4406","API - Создание пользователя с невалидными данными Создание пользователя с невалидными данными - UserRq(id=null, age=null, firstName=Alona, money=360662.93, secondName=Cartwright, sex=MALE)","","2026-07-02","passed","2026-07-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","createUserWithNullFields"
"Проверка сообщения о некорректном вводе в поле email","2512","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-07-02","passed","2026-07-02","","tests.ui.login.LoginTest","tests.ui.login.LoginTest","validateEmailInput"
"Проверка добавления денег пользователю","24058","Добавление денег пользователю","","2026-07-02","passed","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","addMoney"
"Проверка получения имущества несуществующего пользователя","7557","API - Получение имущества несуществующего пользователя","","2026-07-02","passed","2026-07-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getNotExistingUserInfo"
"Проверка сообщения о некорректном вводе в поле email","2523","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test","","2026-07-02","passed","2026-07-02","","tests.ui.login.LoginTest","tests.ui.login.LoginTest","validateEmailInput"
"","9692","All POST - отображение всех POST-форм","","2026-07-02","passed","2026-07-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","checkAllPost"
"Проверка переходов по основным разделам сайта","3361","checkOpeningPage(MenuOption) Проверка открытия страницы CARS_READ_ALL","","2026-07-02","passed","2026-07-02","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","1328","Создание и удаление автомобиля с различными параметрами Hyundai Elantra","","2026-07-02","passed","2026-07-02","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"Тест проверяет возможность покупки несуществующего автомобиля","11388","Ошибка при попытке купить несуществующий автомобиль","","2026-07-02","passed","2026-07-02","","tests.ui.car.BuyCarTest","tests.ui.car.BuyCarTest","buyNonExistentCar"
"Тест проверяет создание немецкого автомобиля (Mercedes E200)","1337","Создание немецкого автомобиля","","2026-07-02","passed","2026-07-02","","tests.api.car.CarCrudTest","tests.api.car.CarCrudTest","createGermanCarTest"
"Тест проверяет продажу нескольких автомобилей одним пользователем","28031","Множественная продажа автомобилей одним пользователем [3] 3","","2026-07-02","passed","2026-07-02","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","multipleSalesByUser"
"Проверка создания пользователя с невалидными данными","10092","Создание пользователя с невалидными данными Создание пользователя с невалидными данными - User(id=null, firstName=Trent, lastName=Kris, age=null, sex=MALE, money=945632.44)","","2026-07-02","passed","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","createInvalidUser"
"","16496","All POST - создание пользователя женского пола","","2026-07-02","passed","2026-07-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","createFemaleUserFromAllPostPage"
"Проверка выдачи кредита пользователю","0","Выдача кредита пользователю","","2026-07-02","skipped","2026-07-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","issueALoan"
"Проверка создания пользователя с невалидными данными","3387","API - Создание пользователя с невалидными данными Создание пользователя с невалидными данными - UserRq(id=null, age=56, firstName=Williams, money=936812.05, secondName=null, sex=MALE)","","2026-07-02","passed","2026-07-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","createUserWithNullFields"
"","32268","All POST - начисление денег пользователю","","2026-07-02","passed","2026-07-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","addMoneyFromAllPostPage"
