"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Создание нового дома с базовыми параметрами","14193","createSimpleHouse()","","2026-07-01","failed","2026-07-01","","tests.ui.house.HouseTest","tests.ui.house.HouseTest","createSimpleHouse"
"Проверка открытия страницы Read all houses и кнопки Reload","26152","testReadAllHousesPage()","","2026-07-01","passed","2026-07-01","","tests.ui.house.AllHousesTest","tests.ui.house.AllHousesTest","testReadAllHousesPage"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","259","Создание автомобиля с невалидными данными [8] BMW, 123, Diesel, 10000","","2026-07-01","passed","2026-07-01","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
"Тест проверяет создание дорогого электромобиля (Tesla ModelX)","545","Создание дорогого автомобиля","","2026-07-01","passed","2026-07-01","","tests.api.car.CarCrudTest","tests.api.car.CarCrudTest","createExpensiveCarTest"
"Проверка сортировки списка пользователей","30364","checkSortingByFixedTextField(String) Сортировка пользователей по полю Sex","","2026-07-01","passed","2026-07-01","","tests.ui.user.UserTest","tests.ui.user.UserTest","checkSortingByFixedTextField"
"","18093","checkSortingByTextField(String) Сортировка автомобилей по полю Mark","","2026-07-01","passed","2026-07-01","","tests.ui.car.CarSortTest","tests.ui.car.CarSortTest","checkSortingByTextField"
"Проверка изменения несуществующего пользователя","791","API - Попытка изменения несуществующего пользователя","","2026-07-01","passed","2026-07-01","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","changeNotExistingUserById"
"Проверка переходов по основным разделам сайта","3090","checkOpeningPage(MenuOption) Проверка открытия страницы USERS_READ_WITH_CARS","","2026-07-01","passed","2026-07-01","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"Тест параметризованный тест на создание автомобиля","2797","Создание автомобилей с разными параметрами [2] Diesel, BMW, X5, 200000","","2026-07-01","passed","2026-07-01","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"","3173","All POST - отображение всех POST-форм","","2026-07-01","passed","2026-07-01","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","checkAllPost"
"Проверка создания пользователя с невалидными данными","4728","Создание пользователя с невалидными данными Создание пользователя с невалидными данными - User(id=null, firstName=Roberto, lastName=Glover, age=25, sex=MALE, money=null)","","2026-07-01","passed","2026-07-01","","tests.ui.user.UserTest","tests.ui.user.UserTest","createInvalidUser"
