"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","1376","Создание и удаление автомобиля с различными параметрами Audi A4","","2026-08-02","passed","2026-08-02","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"В форме Create new house вводим отрицательную цену дома и ожидаем ошибку валидации без успешного создания","14651","All POST - ошибка при создании дома с невалидной ценой","","2026-08-02","passed","2026-08-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","createHouseWithInvalidPriceFromAllPostPage"
"Проверка переходов по основным разделам сайта","3299","checkOpeningPage(MenuOption) Проверка открытия страницы HOUSES_CREATE_NEW","","2026-08-02","passed","2026-08-02","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"В форме Settle to house выбираем radio settle, вводим несуществующий id пользователя и id дома, ожидаем ошибку 404 и проверяем, что жилец не появился","5719","All POST - ошибка при заселении несуществующего пользователя в дом","","2026-08-02","passed","2026-08-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","settleMissingUserToHouseFromAllPostPage"
"Тест проверяет создание нового автомобиля с валидными данными","5601","Создание нового автомобиля с валидными данными","","2026-08-02","passed","2026-08-02","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithValidData"
"В форме Create new user вводим валидные данные пользователя с полом MALE и ожидаем успешное создание с кодом 201 и новым id","5290","All POST - создание пользователя","","2026-08-02","passed","2026-08-02","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","createUserFromAllPostPage"
"Проверка переходов по основным разделам сайта","3259","checkOpeningPage(MenuOption) Проверка открытия страницы HOUSES_READ_ONE_BY_ID","","2026-08-02","passed","2026-08-02","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","669","Создание автомобиля с невалидными данными [5] BMW, X5, Diesel, -100","","2026-08-02","passed","2026-08-02","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
"Тест параметризованный тест на создание автомобиля","5429","Создание автомобилей с разными параметрами [2] Diesel, BMW, X5, 200000","","2026-08-02","passed","2026-08-02","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","56681","Создание и удаление автомобиля с различными параметрами Hyundai Elantra","","2026-08-02","passed","2026-08-02","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","654","Создание автомобиля с невалидными данными [4] BMW, X5, Petrol, 10000","","2026-08-02","passed","2026-08-02","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","20886","Создание и удаление автомобиля с различными параметрами BMW X3","","2026-08-02","passed","2026-08-02","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"Проверка переходов по основным разделам сайта","3275","checkOpeningPage(MenuOption) Проверка открытия страницы USERS_BUY_OR_SELL_CAR","","2026-08-02","passed","2026-08-02","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"Проверка сообщения о некорректном вводе в поле password","2588","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: loremipsum","","2026-08-02","passed","2026-08-02","","tests.ui.login.LoginTest","tests.ui.login.LoginTest","validatePasswordInput"
"Отправляем валидные данные дома и ожидаем успешное создание с id, количеством этажей и ценой из запроса","683","API - Создание дома","","2026-08-02","passed","2026-08-02","","tests.api.allpost.AllPostApiTest","tests.api.allpost.AllPostApiTest","createHouse"
"Проверка получения списка автомобилей пользователя, у пользователя несколько машин","18817","Получение списка автомобилей пользователя Получение списка автомобилей пользователя - машин у пользователя: 5","","2026-08-02","passed","2026-08-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","readUserWithCars"
"Создание нового дома с базовыми параметрами","5107","Создание нового дома с базовыми параметрами","","2026-08-02","passed","2026-08-02","","tests.ui.house.HouseTest","tests.ui.house.HouseTest","createSimpleHouse"
"Тест проверяет продажу автомобиля","8005","Продажа автомобиля пользователем","","2026-08-02","passed","2026-08-02","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","sellCarSuccess"
"Тест проверяет продажу нескольких автомобилей одним пользователем","16491","Множественная продажа автомобилей одним пользователем [3] 3","","2026-08-02","passed","2026-08-02","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","multipleSalesByUser"
"Проверка сортировки списка автомобилей","17821","checkSortingByFixedTextField(String) Сортировка автомобилей по полю Engine Type","","2026-08-02","passed","2026-08-02","","tests.ui.car.CarSortTest","tests.ui.car.CarSortTest","checkSortingByFixedTextField"
"Проверка получения несуществующего пользователя","69617","API - Попытка получения несуществующего пользователя по id","","2026-08-02","passed","2026-08-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getNotExistingUserById"
"Отправляем floorCount строкой вместо integer и ожидаем ошибку 400","672","API - Ошибка при создании дома с невалидными данными","","2026-08-02","passed","2026-08-02","","tests.api.allpost.AllPostApiTest","tests.api.allpost.AllPostApiTest","createHouseWithInvalidData"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","672","Создание автомобиля с невалидными данными [6] , X5, Diesel, 10000","","2026-08-02","passed","2026-08-02","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
"Проверка создания нового пользователя","7212","Создание нового пользователя","","2026-08-02","passed","2026-08-02","","tests.ui.user.UserTest","tests.ui.user.UserTest","createUser"
"Проверка удаления авто через страницу All DELETE","6490","Удаление автомобиля через страницу All DELETE","","2026-08-02","passed","2026-08-02","","tests.ui.car.CarDeleteTest","tests.ui.car.CarDeleteTest","deleteCarThroughUI"
"Проверка получения списка автомобилей пользователя","135166","API - Получение списка автомобилей пользователя","","2026-08-02","broken","2026-08-02","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getUserCars"
