"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26481","checkSortingByFieldInDb(String, String) Сортировка пользователей по полю First name","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByFieldInDb"
"","2059","API - Заселение и выселение пользователя из дома","","2026-06-27","passed","2026-06-27","","tests.api.AllPostApiTest","tests.api.AllPostApiTest","settleAndEvictUserInHouse"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","630","Создание и удаление автомобиля с различными параметрами Toyota Corolla","","2026-06-27","passed","2026-06-27","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"Тест проверяет создание недорогого автомобиля (Lada Granta)","549","Создание дешевого автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createCheapCarTest"
"","25085","checkSortingByField(String, boolean) Сортировка пользователей по полю Age","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByField"
"Тест проверяет создание автомобиля с дизельным двигателем (BMW X5)","541","Создание дизельного автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createDieselCarTest"
"","24176","checkSortingByField(String, boolean) Сортировка пользователей по полю Sex","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByField"
"","2264","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","779","API - Попытка начисления денег пользователю, отрицательная сумма","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","addInvalidMoneyToUser"
"","7157","All POST - создание дома","","2026-06-27","passed","2026-06-27","","tests.AllPostTest","tests.AllPostTest","createHouseFromAllPostPage"
"","24879","Покупка нового автомобиля","","2026-06-27","failed","2026-06-27","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","buyNewCar"
"","250","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=60, firstName=Garry, money=null, secondName=McLaughlin, sex=FEMALE)","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","15385","All POST - отображение всех POST-форм","","2026-06-27","passed","2026-06-27","","tests.AllPostTest","tests.AllPostTest","checkAllPost"
"","820","getNotExistingUserInfo()","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserInfo"
"","818","API - Попытка начисления денег несуществующему пользователю","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToNotExistingUser"
"Тест проверяет создание автомобиля с водородным двигателем (Audi A4)","563","Создание водородного автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createPetrolCarTest"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","525","Создание и удаление автомобиля с различными параметрами BMW X3","","2026-06-27","passed","2026-06-27","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"","0","Запросить кредит","","2026-06-27","skipped","2026-06-27","","tests.UserTest","tests.UserTest","issueALoan"
"","2256","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: ok","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","validatePasswordInput"
"","3279","checkDropDownUsers()","","2026-06-27","passed","2026-06-27","","tests.MainPageTest","tests.MainPageTest","checkDropDownUsers"
"","3076","Получение списка автомобилей пользователя","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","readUserWithCar"
"","260","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=null, firstName=Pasquale, money=665642.82, secondName=Terry, sex=FEMALE)","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","1408","API - Удаление пользователя по id","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","deleteUser"
"","2772","API - Получение списка пользователей","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","getUsers"
"Тест проверяет создание дорогого электромобиля (Tesla ModelX)","548","Создание дорогого автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createExpensiveCarTest"
"","2827","Негативная авторизация с некорректными кредами Негативный логин c email: user@pflb.ru, password: test","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","negativeLoginWith"
"Тест проверяет создание электромобиля (Tesla Model3)","632","Создание электрического автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createElectricCarTest"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","607","Создание и удаление автомобиля с различными параметрами Audi A4","","2026-06-27","passed","2026-06-27","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"","252","getUserCars()","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","getUserCars"
"","2277","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле email: test.com","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","validateEmailInput"
"","1066","API - Попытка получения несуществующего пользователя по id","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","getNotExistingUserById"
"Тест проверяет создание японского автомобиля (Toyota Camry)","763","Создание японского автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","createJapaneseCarTest"
"","2381","Ввод невалидных данных в поле 'email' Ввод невалидных данных в поле password: loremipsum","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","validatePasswordInput"
"","25326","checkSortingByField(String, boolean) Сортировка пользователей по полю Money","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByField"
"","4950","Добавление денег пользователю","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","addMoney"
"Тест проверяет создание и последующее удаление автомобиля","550","Удаление автомобиля","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","deleteCarTest"
"","1898","API - Попытка удаления несуществующего пользователя","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","deleteNotExistingUser"
"","5692","All POST - создание автомобиля","","2026-06-27","passed","2026-06-27","","tests.AllPostTest","tests.AllPostTest","createCarFromAllPostPage"
"Тест проверяет создание автомобиля, его получение по ID и последующее удаление","797","Получение автомобиля по ID","","2026-06-27","passed","2026-06-27","","tests.api.CarCrudTest","tests.api.CarCrudTest","getCarTest"
"","24940","checkSortingByField(String, boolean) Сортировка пользователей по полю ID","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByField"
"","381","API - Создание дома","","2026-06-27","passed","2026-06-27","","tests.api.AllPostApiTest","tests.api.AllPostApiTest","createHouse"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","762","Создание и удаление автомобиля с различными параметрами Hyundai Elantra","","2026-06-27","passed","2026-06-27","","tests.api.CarApiTest","tests.api.CarApiTest","createAndDeleteCarTest"
"","251","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=88, firstName=Johnie, money=675447.08, secondName=null, sex=MALE)","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","1140","API - Начисление денег пользователю","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","addMoneyToUser"
"","2993","Негативная авторизация с корректными кредами","","2026-06-27","passed","2026-06-27","","tests.LoginTest","tests.LoginTest","negativeLogin"
"","787","API - Получение пользователя по id","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","getUserById"
"","26358","checkSortingByFieldInDb(String, String) Сортировка пользователей по полю Last name","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","checkSortingByFieldInDb"
"","285","createUserWithNullFields(UserRq) Создание пользователя с невалидными данными - UserRq(id=null, age=14, firstName=null, money=266923.29, secondName=Lowe, sex=FEMALE)","","2026-06-27","passed","2026-06-27","","tests.api.UserApiTest","tests.api.UserApiTest","createUserWithNullFields"
"","6271","Создание нового пользователя","","2026-06-27","passed","2026-06-27","","tests.UserTest","tests.UserTest","createUser"
"","10120","Создание нового автомобиля","","2026-06-27","passed","2026-06-27","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCar"
