"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Тест параметризованный тест на создание автомобиля","30520","Создание автомобилей с разными параметрами [2] Diesel, BMW, X5, 200000","","2026-07-08","broken","2026-07-08","","tests.ui.car.CreateCarTest","tests.ui.car.CreateCarTest","createCarWithVariousData"
"Создание нового дома с базовыми параметрами","30548","createSimpleHouse()","","2026-07-08","broken","2026-07-08","","tests.ui.house.HouseTest","tests.ui.house.HouseTest","createSimpleHouse"
"Проверка получения несуществующего пользователя","2045","API - Попытка получения несуществующего пользователя по id","","2026-07-08","passed","2026-07-08","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getNotExistingUserById"
"Создаем пользователя, пытаемся заселить его в несуществующий дом и ожидаем ошибку 404","1686","API - Ошибка при заселении в несуществующий дом","","2026-07-08","passed","2026-07-08","","tests.api.allpost.AllPostApiTest","tests.api.allpost.AllPostApiTest","settleToNonExistingHouse"
"Тест проверяет создание автомобиля с дизельным двигателем (BMW X5)","1633","Создание дизельного автомобиля","","2026-07-08","passed","2026-07-08","","tests.api.car.CarCrudTest","tests.api.car.CarCrudTest","createDieselCarTest"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","1711","Создание и удаление автомобиля с различными параметрами Toyota Corolla","","2026-07-08","passed","2026-07-08","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"Создаем дом, пытаемся заселить несуществующего пользователя и ожидаем ошибку 404 без добавления жильца","2019","API - Ошибка при заселении несуществующего пользователя","","2026-07-08","passed","2026-07-08","","tests.api.allpost.AllPostApiTest","tests.api.allpost.AllPostApiTest","settleNonExistingUser"
"Параметризованный тест проверяет создание автомобиля с разными комбинациями марки, модели, типа двигателя и цены, а также последующее успешное удаление созданного автомобиля","69769","Создание и удаление автомобиля с различными параметрами BMW X3","","2026-07-08","passed","2026-07-08","","tests.api.car.CarApiTest","tests.api.car.CarApiTest","createAndDeleteCarTest"
"Создаём пользователя с известным балансом, создаём авто, покупаем и продаём; проверяем баланс","3963","API - Продажа автомобиля: проверка восстановления баланса после продажи","","2026-07-08","passed","2026-07-08","","tests.api.car.SellCarApiTest","tests.api.car.SellCarApiTest","sellCarCheckBalanceTest"
"Параметризованный тест проверяет обработку ошибок при создании автомобиля с некорректными данными: пустые значения, недопустимые типы двигателя, отрицательная цена, числовые значения в строковых полях","842","Создание автомобиля с невалидными данными [8] BMW, 123, Diesel, 10000","","2026-07-08","passed","2026-07-08","","tests.api.car.CarNegativeTest","tests.api.car.CarNegativeTest","createInvalidCarTest"
