"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Создаем дом, пытаемся заселить несуществующего пользователя и ожидаем ошибку 404 без добавления жильца","1560","API - Ошибка при заселении несуществующего пользователя","","2026-07-08","passed","2026-07-08","","tests.api.allpost.AllPostApiTest","tests.api.allpost.AllPostApiTest","settleNonExistingUser"
"Проверка создания пользователя с невалидными данными","5344","Создание пользователя с невалидными данными Создание пользователя с невалидными данными - User(id=null, firstName=Taryn, lastName=Wiza, age=78, sex=FEMALE, money=null)","","2026-07-08","passed","2026-07-08","","tests.ui.user.UserTest","tests.ui.user.UserTest","createInvalidUser"
"Проверка получения имущества несуществующего пользователя","1519","API - Получение имущества несуществующего пользователя","","2026-07-08","passed","2026-07-08","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getNotExistingUserInfo"
"Проверка получения пользователя по id","1518","API - Получение пользователя по id","","2026-07-08","passed","2026-07-08","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","getUserById"
"Проверка переходов по основным разделам сайта","3251","checkOpeningPage(MenuOption) Проверка открытия страницы USERS_BUY_OR_SELL_CAR","","2026-07-08","passed","2026-07-08","","tests.ui.menu.MenuTest","tests.ui.menu.MenuTest","checkOpeningPage"
"Проверка изменения пользователя","1872","API - Изменение пользователя","","2026-07-08","passed","2026-07-08","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","changeUser"
"В форме Create new house вводим валидные данные дома, ожидаем успешное создание с кодом 201 и проверяем наличие дома в БД","7042","All POST - создание дома","","2026-07-08","passed","2026-07-08","","tests.ui.allpost.AllPostTest","tests.ui.allpost.AllPostTest","createHouseFromAllPostPage"
"Проверка получения списка автомобилей пользователя, у пользователя 1 машина","47708","Получение списка автомобилей пользователя (у пользователя 1 машина)","","2026-07-08","passed","2026-07-08","","tests.ui.user.UserTest","tests.ui.user.UserTest","readUserWithOneCar"
"Тест проверяет попытку продажи с недействительным ID пользователя","6870","Ошибка при продаже с недействительным ID пользователя","","2026-07-08","passed","2026-07-08","","tests.ui.car.SellCarTest","tests.ui.car.SellCarTest","sellCarWithInvalidUserId"
"Проверка удаления несуществующего пользователя","3018","API - Попытка удаления несуществующего пользователя","","2026-07-08","passed","2026-07-08","","tests.api.user.UserApiTest","tests.api.user.UserApiTest","deleteNotExistingUser"
